fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,label
13.3,1.02,0.44,52.0,0.325,124.0,261.7,1.01135,3.2,0.71,12.0,good
12.3,0.72,1.29,53.6,0.217,213.3,227.2,1.02898,3.26,1.23,11.6,bad
9.5,0.98,1.13,49.0,0.161,180.5,406.0,1.00794,3.2,0.94,11.5,bad
6.3,0.36,0.2,2.0,0.048,48.0,191.0,0.9929,3.17,0.51,9.6,bad
9.7,1.25,0.83,25.4,0.249,251.7,301.3,1.01595,3.22,1.55,13.6,bad
10.2,1.02,0.96,35.8,0.255,132.3,233.3,1.02552,3.44,1.62,11.7,good
8.2,0.2,0.49,3.5,0.057,14.0,108.0,0.9928,3.19,0.35,11.5,bad
8.5,1.25,0.47,42.8,0.211,203.0,351.8,1.02157,3.12,1.58,12.9,good
12.8,0.54,1.21,34.7,0.232,137.0,153.3,1.02084,3.29,0.93,12.7,bad
11.3,1.47,0.87,56.5,0.205,212.1,360.5,1.00249,3.01,1.13,10.8,good
8.9,0.98,0.62,26.0,0.422,183.4,298.4,1.02711,3.47,1.47,11.8,bad
6.5,0.22,0.27,1.6,0.039,36.0,116.0,0.99178,3.38,0.57,11.0,good
9.5,0.98,1.1,47.1,0.18,134.0,321.1,1.0299,3.15,0.97,11.2,good
6.0,0.27,0.27,1.6,0.046,32.0,113.0,0.9924,3.41,0.51,10.5,good
7.8,0.23,0.28,4.75,0.042,45.0,166.0,0.9928,2.96,0.4,11.5,bad
10.4,1.0,1.25,30.1,0.222,217.2,271.7,1.02261,2.99,1.1,11.8,good
6.5,0.46,0.31,5.0,0.027,15.0,72.0,0.99165,3.26,0.6,11.5,good
9.0,0.79,1.28,41.8,0.345,188.6,348.9,1.02276,2.93,1.85,14.0,good
11.0,1.05,1.18,43.5,0.346,152.6,272.9,1.0114,3.0,1.49,11.3,good
12.1,0.36,1.24,36.4,0.354,139.1,219.6,1.01331,3.24,1.25,11.6,good
8.1,1.33,1.13,50.7,0.298,187.5,386.5,1.02429,3.14,1.66,12.7,bad
6.1,1.24,1.52,53.1,0.402,171.1,318.2,1.0267,3.33,0.8,12.8,bad
8.9,0.84,0.34,1.4,0.05,4.0,10.0,0.99554,3.12,0.48,9.1,bad
12.4,0.99,0.71,46.1,0.231,201.8,274.7,1.00915,3.18,1.24,11.5,good
7.9,0.32,0.51,1.8,0.341,17.0,56.0,0.9969,3.04,1.08,9.2,bad
12.5,0.56,0.49,2.4,0.064,5.0,27.0,0.9999,3.08,0.87,10.9,bad
6.6,0.25,0.51,8.0,0.047,61.0,189.0,0.99604,3.22,0.49,9.2,bad
10.2,1.02,0.93,52.8,0.29,211.6,126.6,1.0209,3.38,1.16,10.4,bad
5.9,0.21,0.31,1.8,0.033,45.0,142.0,0.98984,3.35,0.5,12.7,bad
6.4,0.21,0.44,7.4,0.045,47.0,182.0,0.9957,3.24,0.46,9.1,bad
6.8,0.28,0.36,7.0,0.043,60.0,207.0,0.99556,3.16,0.49,9.6,bad
7.1,0.32,0.4,1.5,0.034,13.0,84.0,0.9944,3.42,0.6,10.4,bad
11.0,0.84,1.23,25.2,0.076,193.9,312.8,1.01244,3.29,1.38,12.8,bad
13.5,0.75,1.38,48.6,0.425,74.2,341.6,1.00364,2.86,1.25,11.1,good
14.2,0.46,1.09,52.9,0.236,167.7,254.0,1.02172,3.21,0.98,10.5,bad
12.5,0.56,1.19,46.6,0.107,189.4,128.6,1.01338,3.37,1.23,10.7,bad
9.7,0.98,1.1,40.5,0.347,119.4,213.7,1.01981,3.14,1.03,11.6,good
11.0,0.88,0.61,43.6,0.348,159.2,232.9,1.02587,3.0,0.99,12.5,bad
9.3,0.38,0.48,3.8,0.132,3.0,11.0,0.99577,3.23,0.57,13.2,bad
11.9,1.16,0.93,47.0,0.241,212.1,230.9,1.01077,3.13,1.13,10.5,good
12.3,0.49,1.29,56.9,0.247,246.5,325.7,1.00879,3.1,0.9,12.3,good
8.0,1.18,1.28,42.7,0.264,226.7,347.5,1.02257,3.02,1.44,11.2,good
14.2,1.09,0.65,38.4,0.21,141.9,131.0,1.01532,2.95,0.88,10.2,bad
6.2,0.22,0.3,12.4,0.054,108.0,152.0,0.99728,3.1,0.47,9.5,bad
12.2,0.91,1.42,42.4,0.086,180.0,338.6,1.01968,3.07,1.13,12.6,good
9.2,0.25,0.34,1.2,0.026,31.0,93.0,0.9916,2.93,0.37,11.3,good
13.6,0.6,1.11,36.0,0.205,140.8,269.7,1.02239,3.3,1.67,10.6,bad
9.8,1.24,1.38,40.4,0.162,173.4,362.9,1.01483,3.2,1.2,13.1,bad
9.6,1.15,0.97,56.1,0.305,186.3,216.3,1.01529,3.14,0.66,9.4,good
12.7,1.23,1.14,58.2,0.463,195.1,393.8,1.02418,3.08,1.27,11.9,bad
8.5,0.84,1.06,27.9,0.211,134.8,312.9,1.00717,3.41,1.02,13.4,good
11.1,0.87,1.28,40.3,0.205,165.4,142.1,1.01348,3.16,1.04,10.6,good
11.0,0.41,1.1,29.8,0.21,160.1,361.2,1.02188,3.22,1.4,12.4,bad
8.3,0.16,0.37,7.9,0.025,38.0,107.0,0.99306,2.93,0.37,11.9,bad
11.5,1.31,0.49,32.1,0.334,204.5,390.1,1.0104,3.3,1.23,13.5,good
10.5,1.07,0.79,30.2,0.097,168.8,162.8,1.01609,3.18,1.59,13.6,good
7.4,0.34,0.42,1.1,0.033,17.0,171.0,0.9917,3.12,0.53,11.3,bad
7.5,0.93,0.97,24.2,0.228,144.2,179.4,1.00867,3.26,1.69,12.5,good
12.1,1.13,1.26,48.0,0.273,131.4,166.0,1.01827,3.02,1.08,11.7,good
9.8,0.95,1.2,43.9,0.15,167.3,348.0,1.01885,3.1,1.4,12.6,good
10.5,1.24,1.14,42.6,0.327,226.9,294.1,1.01996,3.17,1.52,13.1,bad
10.5,0.83,1.45,40.7,0.291,146.2,289.1,1.01975,2.87,1.73,11.5,good
9.4,1.13,0.98,52.3,0.217,158.3,239.0,0.99769,3.37,1.24,12.1,good
7.4,0.25,0.36,13.2,0.067,53.0,178.0,0.9976,3.01,0.48,9.0,bad
6.6,0.36,0.28,6.1,0.029,12.0,93.0,0.99054,3.19,0.27,12.8,good
8.4,0.9,1.24,55.0,0.324,151.4,229.7,1.01148,3.43,1.11,11.0,good
11.3,1.4,0.85,40.0,0.085,249.6,211.9,1.01083,3.48,1.45,10.7,bad
10.0,1.22,1.28,53.7,0.22,217.6,296.3,1.029,3.24,1.18,11.7,bad
7.8,1.21,1.1,49.7,0.208,215.6,374.1,1.02172,2.99,1.22,12.7,bad
9.0,1.07,0.8,42.2,0.465,189.5,321.2,1.02181,3.45,1.19,11.9,bad
6.0,0.2,0.38,1.3,0.034,37.0,104.0,0.98865,3.11,0.52,12.7,bad
12.5,0.99,1.12,43.6,0.426,136.9,293.1,1.01915,3.19,1.35,11.7,bad
8.0,0.44,0.49,9.1,0.031,46.0,151.0,0.9926,3.16,0.27,12.7,good
6.3,0.6,0.44,11.0,0.05,50.0,245.0,0.9972,3.19,0.57,9.3,bad
6.5,0.14,0.33,7.6,0.05,53.0,189.0,0.9966,3.25,0.49,8.6,bad
9.9,0.85,0.99,40.6,0.296,170.7,239.9,1.02058,3.22,0.92,11.1,good
7.4,0.16,0.49,1.2,0.055,18.0,150.0,0.9917,3.23,0.47,11.2,bad
12.5,1.17,0.98,52.1,0.293,167.0,229.4,1.01833,2.86,1.03,10.5,good
9.7,0.97,0.91,54.7,0.18,101.1,385.3,1.02198,2.83,1.17,11.5,good
12.0,1.05,0.66,34.0,0.336,152.3,173.5,1.02221,3.13,1.29,10.6,good
11.2,1.02,0.82,45.6,0.414,163.4,304.6,1.02234,3.14,1.31,10.5,bad
8.6,0.88,1.37,44.9,0.152,138.0,289.2,1.03406,2.91,1.26,12.4,bad
11.2,1.41,0.71,36.7,0.183,201.1,221.5,1.02416,2.9,1.46,12.5,bad
7.2,0.31,0.35,7.2,0.046,45.0,178.0,0.9955,3.14,0.53,9.7,bad
6.4,0.15,0.36,1.8,0.034,43.0,150.0,0.9922,3.42,0.69,11.0,good
10.5,0.92,0.54,42.3,0.111,119.6,318.5,1.00562,2.98,1.44,12.8,good
10.7,1.07,1.25,50.2,0.27,252.3,245.9,1.02652,3.34,1.39,10.3,good
10.3,1.25,1.03,51.9,0.299,137.4,339.5,1.00933,3.24,0.97,13.9,bad
8.0,1.18,0.21,1.9,0.083,14.0,41.0,0.99532,3.34,0.47,10.5,bad
6.8,0.28,0.29,11.9,0.052,51.0,149.0,0.99544,3.02,0.58,10.4,bad
8.3,0.86,0.88,38.7,0.158,244.3,282.6,1.01993,2.88,1.61,12.2,bad
11.7,0.81,1.09,38.0,0.286,240.3,166.9,1.01262,3.16,0.9,10.7,good
14.4,1.17,0.85,36.6,0.205,222.4,232.6,1.01887,3.02,1.05,11.3,bad
9.0,0.67,0.66,48.4,0.254,178.9,209.7,1.02082,2.8,1.33,11.5,bad
11.4,1.07,0.89,55.4,0.214,198.7,291.8,1.00954,3.44,1.31,12.4,good
12.6,0.9,1.18,54.5,0.3,123.4,311.1,1.02304,3.27,1.2,10.5,bad
6.5,0.26,0.43,8.9,0.083,50.0,171.0,0.9965,2.85,0.5,9.0,bad
10.5,1.25,1.11,42.5,0.276,249.2,227.0,1.01945,3.02,0.94,11.5,good
6.2,0.28,0.33,1.7,0.029,24.0,111.0,0.99,3.24,0.5,12.1,bad
12.6,0.99,1.37,23.7,0.393,219.7,169.9,1.02096,3.54,1.4,10.1,good
9.0,1.1,0.95,37.6,0.123,149.4,180.7,1.02902,2.94,1.29,11.7,good
6.8,0.22,0.41,6.7,0.034,39.0,116.0,0.99245,3.18,0.46,11.5,bad
5.8,0.385,0.25,3.7,0.031,38.0,122.0,0.99128,3.2,0.63,11.2,bad
8.1,1.31,0.72,57.3,0.073,118.4,400.3,1.00891,2.83,1.5,12.8,bad
5.9,0.21,0.23,7.9,0.033,22.0,130.0,0.9944,3.38,0.59,10.9,bad
10.0,1.27,1.14,42.4,0.375,166.9,312.8,1.02021,3.1,1.47,12.0,good
9.1,0.95,0.84,38.3,0.253,76.5,265.5,1.01995,2.9,1.51,12.5,good
13.0,0.93,0.97,32.6,0.433,225.0,343.3,1.02656,3.23,1.52,11.1,bad
6.7,0.92,1.35,38.7,0.223,191.8,363.6,1.01051,3.13,1.15,13.0,bad
8.3,0.18,0.37,1.2,0.049,6.0,94.0,0.9937,3.18,0.52,10.1,bad
9.9,1.03,0.67,46.3,0.173,172.3,247.8,1.02659,2.82,0.67,12.6,good
12.3,0.86,0.68,43.9,0.127,204.4,352.7,1.02337,3.13,1.14,12.1,good
11.5,1.32,1.35,53.3,0.362,215.9,290.0,1.01449,3.16,1.19,10.9,good
7.9,0.22,0.45,14.2,0.038,53.0,141.0,0.9992,3.03,0.46,9.2,bad
12.8,0.94,0.75,37.6,0.285,207.6,252.2,1.01636,2.95,1.17,11.3,bad
9.4,1.24,1.04,50.2,0.232,224.7,237.1,1.03014,2.91,0.88,11.3,good
10.9,0.7,1.18,55.1,0.29,75.4,313.0,1.02558,2.81,1.38,11.6,good
9.9,1.01,1.18,50.2,0.263,195.4,333.9,1.02076,2.93,1.19,11.6,bad
12.2,1.02,1.35,58.5,0.1,149.3,326.2,1.0168,3.05,0.98,12.3,good
13.4,0.75,1.05,50.2,0.427,158.6,294.6,1.00856,2.99,1.69,11.1,good
11.3,0.37,0.41,2.3,0.088,6.0,16.0,0.9988,3.09,0.8,9.3,bad
9.0,0.88,1.21,28.5,0.245,117.0,58.0,1.02208,3.3,1.55,12.2,bad
10.6,0.99,1.31,34.4,0.056,155.0,258.9,1.01739,3.04,1.37,11.1,good
14.0,0.46,1.27,41.3,0.373,153.4,243.2,1.01976,3.17,1.1,9.5,bad
5.1,0.33,0.27,6.7,0.022,44.0,129.0,0.99221,3.36,0.39,11.0,good
11.7,0.9,1.19,44.3,0.423,146.7,298.4,1.02254,3.11,1.31,11.1,bad
6.8,0.29,0.22,3.4,0.035,40.0,122.0,0.99024,3.09,0.47,12.3,bad
12.6,1.08,1.3,49.2,0.321,105.5,372.3,1.01118,3.01,0.91,13.0,good
6.4,0.1,0.35,4.9,0.048,31.0,103.0,0.9947,3.43,0.79,9.7,bad
11.4,0.86,1.17,35.3,0.178,194.5,305.8,1.01623,3.27,1.14,11.3,bad
13.3,0.52,0.53,33.6,0.153,246.4,117.6,1.00681,3.24,1.11,11.9,bad
6.6,0.41,0.27,10.7,0.11,20.0,103.0,0.99672,3.08,0.41,9.0,bad
7.5,1.28,0.75,37.9,0.28,122.2,249.1,1.01586,3.38,0.77,12.2,bad
11.8,0.94,0.85,53.2,0.318,145.3,357.3,1.01253,2.91,0.98,12.4,good
6.6,0.8,0.03,7.8,0.079,6.0,12.0,0.9963,3.52,0.5,12.2,bad
13.2,0.77,0.99,47.8,0.355,231.4,197.3,1.01675,3.48,1.09,10.1,good
6.9,0.32,0.16,1.4,0.051,15.0,96.0,0.994,3.22,0.38,9.5,bad
12.7,1.07,0.5,37.7,0.311,171.3,331.9,1.0088,3.14,1.67,10.9,good
13.7,1.05,1.1,38.2,0.24,178.3,215.8,1.02515,3.08,1.32,11.7,bad
11.3,0.36,0.66,2.4,0.123,3.0,8.0,0.99642,3.2,0.53,11.9,bad
6.6,0.54,0.21,16.3,0.055,41.0,182.0,0.9986,3.35,0.54,10.4,bad
10.5,0.65,0.86,48.6,0.392,167.5,331.9,1.02145,3.02,1.08,13.3,good
12.9,0.39,1.09,49.3,0.378,259.7,288.2,1.03,3.22,0.77,10.6,bad
7.2,0.31,0.5,13.3,0.056,68.0,195.0,0.9982,3.01,0.47,9.2,bad
6.8,0.64,0.0,2.7,0.123,15.0,33.0,0.99538,3.44,0.63,11.3,bad
9.9,1.05,1.45,39.3,0.433,99.4,319.6,1.02493,2.98,1.02,11.4,good
11.2,0.56,1.18,52.3,0.197,229.0,355.6,1.01883,3.06,0.67,12.9,good
9.7,0.78,0.33,45.2,0.199,212.8,236.3,1.01431,3.19,1.17,12.2,bad
6.3,0.51,0.13,2.3,0.076,29.0,40.0,0.99574,3.42,0.75,11.0,bad
7.8,0.19,0.32,7.4,0.015,47.0,124.0,0.99278,2.99,0.39,11.0,bad
7.3,0.83,1.23,40.5,0.293,107.7,409.4,1.01942,3.06,1.43,11.7,good
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,bad
11.8,0.91,0.88,36.5,0.268,215.2,200.1,1.00382,3.28,1.43,12.0,good
8.0,0.2,0.36,1.2,0.032,21.0,78.0,0.9921,3.08,0.37,10.4,bad
8.1,0.95,0.91,43.9,0.182,124.9,120.2,1.02348,3.08,0.63,11.1,good
11.8,0.83,0.78,36.4,0.387,221.4,184.2,1.02195,3.01,0.67,9.7,good
6.9,0.36,0.28,13.55,0.048,51.0,189.0,0.99782,3.0,0.6,9.5,good
6.7,0.27,0.33,3.6,0.034,9.0,45.0,0.99144,3.08,0.4,10.5,bad
9.2,1.4,1.03,39.0,0.306,224.7,400.5,1.0144,3.18,1.41,12.7,bad
13.6,0.84,1.01,38.9,0.081,154.3,206.8,1.01927,3.06,1.18,11.5,good
6.2,0.23,0.38,1.6,0.044,12.0,113.0,0.99176,3.3,0.73,11.4,bad
7.4,0.69,1.11,51.8,0.286,181.0,275.1,1.02585,3.21,0.72,13.4,good
9.0,0.71,0.74,50.5,0.306,204.9,405.6,1.01422,3.09,0.53,13.5,good
5.9,0.14,0.25,4.5,0.027,34.0,140.0,0.9934,3.49,0.51,10.8,bad
9.1,0.82,1.22,45.9,0.133,176.5,372.8,1.01282,3.11,1.28,13.2,good
10.3,1.4,1.25,59.5,0.283,264.7,293.2,1.00765,3.31,1.01,10.6,good
7.0,0.735,0.05,2.0,0.081,13.0,54.0,0.9966,3.39,0.57,9.8,bad
11.5,0.59,0.59,2.6,0.087,13.0,49.0,0.9988,3.18,0.65,11.0,bad
7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,bad
11.1,1.01,0.8,39.6,0.304,204.4,316.8,1.00495,3.23,1.21,12.8,good
11.9,0.52,1.25,46.4,0.356,110.0,125.2,1.02786,3.15,0.88,12.2,bad
10.5,1.23,0.91,47.5,0.162,183.4,295.4,1.00041,3.15,1.42,11.2,good
6.6,0.63,0.0,4.3,0.093,51.0,77.5,0.99558,3.2,0.45,9.5,bad
8.8,0.99,0.89,43.5,0.252,186.2,306.8,1.01471,3.02,1.17,12.9,bad
13.7,1.28,1.3,34.9,0.185,208.4,292.0,1.02364,3.15,1.12,12.7,good
12.4,0.43,1.29,37.2,0.237,149.6,348.1,1.00086,3.3,1.09,11.6,good
12.1,0.46,0.93,52.7,0.442,114.4,361.2,1.01553,3.24,1.36,12.6,good
9.6,0.63,0.82,47.1,0.363,191.9,319.6,1.01748,3.24,0.99,12.3,bad
12.5,0.71,1.19,44.3,0.133,201.8,252.1,1.00649,3.17,0.85,12.0,good
8.2,0.69,1.32,31.9,0.227,203.9,277.3,1.01047,3.35,1.43,10.6,bad
7.4,0.26,0.3,7.9,0.049,38.0,157.0,0.9963,3.13,0.48,8.9,bad
10.3,1.15,1.13,38.7,0.134,157.4,341.2,1.02025,3.16,1.22,11.7,good
13.0,1.13,0.4,31.0,0.375,235.7,377.9,1.02486,3.01,1.62,11.9,bad
13.2,0.72,0.91,46.4,0.221,151.3,179.3,1.01391,3.08,1.18,11.1,good
9.4,0.67,1.33,45.4,0.241,206.9,274.7,1.01974,3.26,1.18,11.4,good
12.8,0.92,0.86,44.6,0.397,254.7,283.3,1.00731,2.96,1.6,9.5,good
12.5,0.97,0.91,35.0,0.301,188.9,163.8,1.02785,3.25,1.0,11.2,good
11.1,0.53,0.76,54.9,0.425,44.2,289.1,1.02824,3.25,1.22,12.3,bad
6.4,0.125,0.29,5.85,0.042,24.0,99.0,0.992,3.23,0.32,12.0,good
11.2,0.99,1.27,33.5,0.159,147.1,383.5,1.02438,2.92,1.38,13.2,good
6.9,0.19,0.28,3.0,0.054,33.0,99.0,0.9924,3.16,0.4,10.8,bad
9.1,0.95,1.18,51.6,0.308,117.7,315.5,1.01836,3.05,0.95,12.8,good
9.1,1.13,1.12,39.2,0.215,136.3,224.6,1.01922,3.18,1.18,12.8,bad
12.1,0.99,1.1,50.4,0.277,171.2,244.2,1.00495,2.85,1.51,10.2,good
12.5,0.78,1.33,49.7,0.228,91.2,367.0,1.01312,2.92,1.57,10.6,bad
8.0,0.32,0.26,1.2,0.05,11.5,88.0,0.9946,3.24,0.37,9.5,bad
11.5,1.22,0.56,25.9,0.073,204.6,262.7,1.00414,3.08,1.14,12.4,good
6.8,0.22,0.36,1.2,0.052,38.0,127.0,0.9933,3.04,0.54,9.2,bad
10.0,1.37,1.5,51.0,0.273,164.3,317.3,1.01136,2.99,1.16,10.0,good
10.4,1.25,1.14,56.2,0.366,131.2,388.1,1.013,3.06,1.43,12.3,good
6.3,0.27,0.51,7.6,0.049,35.0,200.0,0.99548,3.16,0.54,9.4,bad
7.0,0.17,0.33,4.0,0.034,17.0,127.0,0.9934,3.19,0.39,10.6,good
7.9,0.37,0.23,1.8,0.077,23.0,49.0,0.9963,3.28,0.67,9.3,bad
12.1,1.07,0.99,54.0,0.246,228.8,188.1,1.01123,3.23,1.29,11.6,good
7.0,1.1,1.07,46.2,0.213,67.5,224.4,1.02848,2.99,0.88,13.6,good
9.3,1.18,1.16,32.9,0.39,223.3,352.2,1.01076,3.32,1.45,11.5,good
7.3,0.22,0.37,14.3,0.063,48.0,191.0,0.9978,2.89,0.38,9.0,bad
7.3,0.67,0.02,2.2,0.072,31.0,92.0,0.99566,3.32,0.68,11.1,bad
15.4,0.76,1.52,59.6,0.174,232.8,351.4,1.00763,3.4,1.53,9.3,bad
8.8,0.59,0.18,2.9,0.089,12.0,74.0,0.99738,3.14,0.54,9.4,bad
11.3,0.69,1.16,46.7,0.303,111.5,333.6,1.00556,3.11,1.69,12.7,good
8.9,0.27,0.34,10.7,0.029,19.5,166.0,0.99669,3.13,0.48,10.6,bad
11.9,1.36,1.24,40.7,0.386,236.4,344.9,1.02014,3.29,1.41,12.3,good
6.5,0.43,0.18,13.15,0.032,25.0,131.0,0.99565,3.23,0.51,10.7,bad
10.9,0.95,1.16,42.4,0.432,165.1,304.3,1.01931,3.29,1.35,11.4,good
10.1,1.04,1.09,50.4,0.212,212.8,402.5,1.01593,3.11,1.39,12.5,good
10.7,0.43,0.39,2.2,0.106,8.0,32.0,0.9986,2.89,0.5,9.6,bad
5.8,0.32,0.28,4.3,0.032,46.0,115.0,0.98946,3.16,0.57,13.0,good
8.9,1.13,1.21,53.5,0.222,114.9,320.0,1.01354,3.18,0.75,11.5,good
13.0,1.37,0.75,54.3,0.153,207.6,340.9,1.00659,3.07,1.24,11.6,bad
7.2,0.35,0.26,1.8,0.083,33.0,75.0,0.9968,3.4,0.58,9.5,bad
8.2,0.21,0.32,10.65,0.053,53.0,145.0,0.9972,3.17,0.48,10.2,bad
7.9,1.04,1.19,53.7,0.31,161.0,385.2,1.01224,3.22,1.49,12.2,good
7.9,0.81,1.04,56.2,0.241,145.4,217.0,1.0211,3.39,1.08,11.6,good
11.1,1.38,0.84,56.9,0.317,182.9,335.5,1.01708,3.32,1.14,13.4,bad
7.9,0.18,0.37,3.0,0.061,25.0,178.0,0.995,3.22,0.51,10.0,bad
9.6,0.74,0.95,35.1,0.302,128.4,332.3,1.0122,3.05,1.7,11.9,bad
13.7,0.69,1.25,29.5,0.139,231.1,360.6,1.00881,3.3,1.56,9.8,good
12.2,1.26,1.16,54.7,0.374,249.7,332.1,1.00757,3.06,1.8,10.2,bad
7.0,0.22,0.28,10.6,0.039,32.0,117.0,0.99355,3.05,0.55,11.5,good
7.8,0.25,0.28,7.2,0.04,46.0,179.0,0.99541,3.14,0.6,10.1,bad
10.6,0.87,1.04,41.5,0.191,103.6,190.9,1.01905,3.17,0.91,12.1,good
7.2,0.53,0.13,2.0,0.058,18.0,22.0,0.99573,3.21,0.68,9.9,bad
8.7,1.24,1.04,43.6,0.361,181.8,318.0,1.02932,3.11,0.86,12.6,good
8.9,1.28,0.91,49.4,0.182,143.8,335.3,1.01214,2.99,1.54,12.6,bad
11.1,0.64,0.43,42.9,0.228,168.3,251.1,1.01353,3.28,1.5,11.3,good
7.5,1.42,1.41,38.6,0.245,148.9,289.2,1.00443,3.17,1.33,10.9,good
6.7,0.27,0.25,8.0,0.053,54.0,202.0,0.9961,3.22,0.43,9.3,bad
11.8,0.79,1.05,45.7,0.316,103.1,191.5,1.00562,3.11,1.38,11.0,good
3.8,0.31,0.02,11.1,0.036,20.0,114.0,0.99248,3.75,0.44,12.4,bad
6.1,0.6,0.0,1.3,0.042,24.0,79.0,0.9937,3.31,0.38,9.4,bad
8.4,0.93,0.89,46.5,0.22,118.6,188.3,1.02397,3.19,1.65,11.0,bad
13.9,1.16,1.08,48.5,0.241,100.9,276.5,1.00547,3.03,1.3,11.3,good
12.7,1.14,1.36,53.5,0.216,202.3,239.7,1.00973,2.91,1.21,9.5,bad
11.5,1.25,0.89,49.0,0.316,161.6,234.6,1.00956,3.28,1.16,11.1,bad
7.1,0.34,0.32,2.0,0.051,29.0,130.0,0.99354,3.3,0.5,10.4,bad
5.8,0.36,0.26,3.3,0.038,40.0,153.0,0.9911,3.34,0.55,11.3,bad
6.1,0.27,0.32,1.1,0.034,24.0,110.0,0.9898,3.36,0.4,12.5,bad
11.4,0.86,1.09,48.6,0.309,205.5,165.6,1.02035,3.23,1.18,10.7,good
6.5,0.36,0.31,13.55,0.053,20.0,113.0,0.99544,3.2,0.56,11.0,bad
8.8,1.01,1.34,50.7,0.282,228.9,307.5,1.00867,3.16,1.1,12.2,good
11.2,0.95,0.96,40.4,0.34,229.0,240.1,1.00635,2.93,1.59,12.3,good
10.7,1.24,1.0,45.8,0.322,115.6,369.9,1.02255,2.98,1.06,13.5,bad
13.2,1.19,1.04,40.9,0.278,223.2,235.7,1.01406,3.06,1.31,10.9,good
14.0,0.87,0.7,53.2,0.247,202.1,262.9,1.01092,2.89,1.64,11.0,good
9.3,0.88,0.7,43.8,0.412,236.2,352.5,1.02328,3.14,1.24,11.3,bad
11.7,0.95,1.3,41.6,0.156,255.7,212.5,1.01449,3.01,1.22,9.9,good
10.0,1.24,1.11,45.5,0.3,163.8,293.7,1.01329,3.16,1.35,11.7,good
7.2,0.96,1.4,46.5,0.45,170.6,247.5,1.0252,3.23,1.27,10.3,good
8.6,1.15,1.19,45.7,0.437,158.0,359.1,1.01263,3.31,1.19,13.0,good
10.0,1.3,0.25,45.3,0.242,164.0,272.6,1.01556,3.33,1.26,12.0,bad
8.3,0.35,0.9,55.5,0.445,114.3,207.6,1.02094,3.25,0.68,11.8,bad
5.8,0.3,0.42,1.1,0.036,19.0,113.0,0.98871,3.1,0.46,12.6,good
11.6,1.2,1.06,43.8,0.099,226.4,195.8,1.02545,3.19,0.86,12.2,bad
13.0,1.0,1.0,42.8,0.296,158.0,264.8,1.02917,3.0,1.07,8.9,good
10.3,0.9,0.94,42.4,0.368,189.3,214.5,1.01913,3.08,1.31,10.6,bad
11.8,1.02,1.16,36.6,0.349,215.2,358.4,1.03025,3.09,0.97,12.3,good
11.7,1.16,0.91,35.1,0.368,156.9,376.1,1.0149,3.03,1.28,13.2,bad
10.2,0.71,1.0,49.1,0.212,137.9,141.3,1.00902,3.53,1.14,11.2,bad
11.7,0.94,0.97,28.0,0.265,192.4,303.7,1.00949,3.21,1.12,12.9,bad
5.7,0.12,0.26,5.5,0.034,21.0,99.0,0.99324,3.09,0.57,9.9,bad
7.9,0.25,0.34,11.4,0.04,53.0,202.0,0.99708,3.11,0.57,9.6,bad
11.0,0.94,1.01,55.2,0.409,194.2,339.3,1.01304,3.32,0.67,11.2,bad
5.7,0.22,0.22,16.65,0.044,39.0,110.0,0.99855,3.24,0.48,9.0,bad
6.5,0.18,0.41,14.2,0.039,47.0,129.0,0.99678,3.28,0.72,10.3,good
7.5,0.18,0.72,9.6,0.039,53.0,151.0,0.99802,3.03,0.46,8.9,bad
6.6,0.75,1.06,43.9,0.327,111.2,120.7,1.02596,3.32,1.03,11.4,bad
9.9,1.25,1.08,52.6,0.326,244.1,372.6,1.01622,3.1,1.49,12.0,bad
10.1,1.28,1.17,50.2,0.248,209.6,309.4,1.00919,3.14,1.33,9.4,good
12.3,0.91,0.85,32.4,0.119,232.5,242.6,1.01754,2.87,1.84,11.0,good
7.3,0.24,0.43,2.0,0.021,20.0,69.0,0.99,3.08,0.56,12.2,bad
11.7,0.45,0.63,2.2,0.073,7.0,23.0,0.99974,3.21,0.69,10.9,bad
10.3,1.29,1.2,38.3,0.336,213.0,382.0,1.02135,3.05,1.08,10.2,bad
10.9,1.12,0.89,44.7,0.144,200.5,309.6,1.02344,3.03,1.34,11.6,good
9.1,1.05,0.83,31.6,0.248,165.6,265.9,1.02513,3.27,0.95,13.8,good
13.4,0.92,1.11,41.9,0.492,159.0,368.2,1.02858,2.9,1.14,9.9,bad
6.4,0.67,0.08,2.1,0.045,19.0,48.0,0.9949,3.49,0.49,11.4,bad
5.6,0.245,0.32,1.1,0.047,24.0,152.0,0.9927,3.12,0.42,9.3,bad
7.6,0.47,0.49,13.0,0.239,42.0,220.0,0.9988,2.96,0.51,9.2,bad
10.1,1.25,0.94,47.7,0.116,274.9,215.3,1.00189,3.13,1.16,12.6,bad
12.0,0.83,0.6,48.7,0.105,219.2,301.8,1.00935,3.07,1.22,10.4,good
6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,bad
